Room Number,Category,Family,Type,Quantity,Commissioning planned date,Type of room,Area,מסמכים סופקו
L2028,Mechanical Equipment,AWSQ 1500(right),AWSQ 1500,1,06-May-25,shelter,51.68,כן
L2029,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,06-May-25,men w.c,13.49,לא
L2029,Electrical Fixtures,Frame_Socket,Type 2,3,06-May-25,men w.c,13.49,לא
L2029,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,06-May-25,men w.c,13.49,לא
L2033,Electrical Equipment,M_Circuit Breaker Switchboard,100mmx46mm,2,06-May-25,it /security room,32.4,לא
L2033,Electrical Equipment,M_Transformer Switchboard,400mmx250mmx600h,2,06-May-25,it /security room,32.4,לא
L2033,Electrical Fixtures,Frame_Socket,Gen,2,06-May-25,it /security room,32.4,לא
L2033,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,06-May-25,it /security room,32.4,לא
L2033,Electrical Fixtures,Socket_Cee_R19,GEN CEE_1x16A_1Ph,12,06-May-25,it /security room,32.4,לא
L2033,Electrical Fixtures,Socket_Cee_R19,UPS CEE_1x16A_1Ph,12,06-May-25,it /security room,32.4,לא
L2033,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,06-May-25,it /security room,32.4,לא
L2033,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,9,06-May-25,it /security room,32.4,לא
L2033,Mechanical Equipment,AWV 1200,AWV 1200,2,06-May-25,it /security room,32.4,לא
L2034,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,06-May-25,service zone (fire),9.86,לא
L2034,Mechanical Equipment,AWSQ 450(right),AWSQ 450,1,06-May-25,service zone (fire),9.86,לא
L2038,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,06-May-25,women w.c,13.59,לא
L2038,Electrical Fixtures,Frame_Socket,Type 2,3,06-May-25,women w.c,13.59,לא
L2038,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,06-May-25,women w.c,13.59,לא
L2039,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210  GEN,1,06-May-25,electricity shaft,5.07,כן
L2039,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,06-May-25,electricity shaft,5.07,כן
L2041,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210,1,06-May-25,electricity shaft,5.16,כן
L2041,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,06-May-25,electricity shaft,5.16,כן
L2043,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,06-May-25,LSS/FMS room,8.19,לא
L2043,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,06-May-25,LSS/FMS room,8.19,לא
L2043,Mechanical Equipment,AWSQ 450(right),AWSQ 450,1,06-May-25,LSS/FMS room,8.19,לא
L2044,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,06-May-25,elevators Lobby,32.35,כן
L2044,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,06-May-25,elevators Lobby,32.35,כן
L2044,Mechanical Equipment,AW 800(right),AW 800,1,06-May-25,elevators Lobby,32.35,כן
L2045,Electrical Fixtures,BOX D,TV,1,10-May-25,corridor,17.9,כן
L2045,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,10-May-25,corridor,17.9,כן
L2046,Electrical Fixtures,Frame_Socket,FOR LSS UPS,1,10-May-25,LSS shaft,0.9,כן
L2050,Electrical Fixtures,Frame_Socket,Type 2,1,10-May-25,HSSD,1,כן
L2055,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,10-May-25,women w.c,19.84,כן
L2055,Electrical Fixtures,Frame_Socket,Type 2,5,10-May-25,women w.c,19.84,כן
L2055,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,10-May-25,women w.c,19.84,כן
L2056,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,10-May-25,men w.c,20.93,כן
L2056,Electrical Fixtures,Frame_Socket,Type 2,4,10-May-25,men w.c,20.93,כן
L2056,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,10-May-25,men w.c,20.93,כן
L2057,Electrical Fixtures,M_Junction Boxes - W,W,1,10-May-25,cleaning room,8.47,כן
L2057,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,10-May-25,cleaning room,8.47,כן
L2059,Electrical Fixtures,Frame_Socket,Normal x2,1,10-May-25,restaurant exhaust  shaft,7.47,לא
L2060,Electrical Fixtures,Frame_Socket,Normal x2,1,10-May-25,room 2,12.74,לא
L2060,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,10-May-25,room 2,12.74,לא
L2064,Electrical Fixtures,Frame_Socket,Type 1,1,10-May-25,shelter,64.67,כן
L2064,Electrical Fixtures,Frame_Socket,Type 2,1,10-May-25,shelter,64.67,כן
L2064,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,2,10-May-25,shelter,64.67,כן
L2064,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,10-May-25,shelter,64.67,כן
L2064,Mechanical Equipment,AWSQ 2000(right),AWSQ 2000,1,10-May-25,shelter,64.67,כן
L2065,Electrical Fixtures,Frame_Socket,FOR LSS UPS,2,10-May-25,LSS/FMS room,14.37,לא
L2065,Electrical Fixtures,Frame_Socket,Normal x2,1,10-May-25,LSS/FMS room,14.37,לא
L2065,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,10-May-25,LSS/FMS room,14.37,לא
L2065,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,10-May-25,LSS/FMS room,14.37,לא
L2067,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,10-May-25,Systems room,4.71,לא
L2076,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,10-May-25,smoke lobby,12.33,לא
L2077,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,10-May-25,elevators Lobby,36.82,כן
L2078,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,10-May-25,corridor,20.34,כן
L2079,Electrical Equipment,M_Circuit Breaker Switchboard,100mmx46mm,1,10-May-25,it /security room,32.85,לא
L2079,Electrical Equipment,M_Transformer Switchboard,400mmx250mmx600h,2,10-May-25,it /security room,32.85,לא
L2079,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,10-May-25,it /security room,32.85,לא
L2079,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,10-May-25,it /security room,32.85,לא
L2079,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,9,10-May-25,it /security room,32.85,לא
L2080,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x160x210 UPS,1,10-May-25,electricity cabinet,2.56,כן
L2080,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,10-May-25,electricity cabinet,2.56,כן
L2081,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210,1,10-May-25,electricity cabinet,7.61,לא
L2081,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210  GEN,1,10-May-25,electricity cabinet,7.61,לא
L2081,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,10-May-25,electricity cabinet,7.61,לא
L2085,Electrical Fixtures,M_Junction Boxes - W,W,1,10-May-25,cleaning room,6.41,כן
L2087,Mechanical Equipment,AWV 2500,AWV 2500,1,10-May-25,OFFICES,102.28,לא
L2089,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,10-May-25,corridor,28.76,לא
L2089,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,10-May-25,corridor,28.76,לא
L2090,Electrical Equipment,E_Wall Junction Box_MEPcontent_ABB_KNX Box_INT-EN_Shared,6131_38-183-500,5,10-May-25,OFFICES,4338.74,לא
L2090,Electrical Fixtures,Detector Presence,Presence WC LM detector Mov,5,10-May-25,OFFICES,4338.74,לא
L2090,Electrical Fixtures,Frame_Socket,Normal x2,24,10-May-25,OFFICES,4338.74,לא
L2090,Electrical Fixtures,Frame_Socket,Type 1,577,10-May-25,OFFICES,4338.74,לא
L2090,Electrical Fixtures,Frame_Socket,Type 2,82,10-May-25,OFFICES,4338.74,לא
L2090,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,28,10-May-25,OFFICES,4338.74,לא
L2090,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),131,10-May-25,OFFICES,4338.74,לא
L2095,Electrical Fixtures,Frame_Socket,FOR LSS UPS,1,10-May-25,HSSD,0.65,כן
L2099,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,10-May-25,corridor,21.2,כן
L2099,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),3,10-May-25,corridor,21.2,כן
L2100,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,10-May-25,corridor,19.8,כן
L2100,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,10-May-25,corridor,19.8,כן
L2100,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,10-May-25,corridor,19.8,כן
L2102,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,10-May-25,corridor,12.91,לא
L2103,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,10-May-25,corridor,19.91,לא
L2104,Electrical Fixtures,Frame_Socket,Normal x2,3,10-May-25,CARDO,2057.84,כן
L2104,Electrical Fixtures,Frame_Socket,Type 2,2,10-May-25,CARDO,2057.84,כן
L2104,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,7,10-May-25,CARDO,2057.84,כן
L2104,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),22,10-May-25,CARDO,2057.84,כן
L3001,Lighting Fixtures,60x60 PANTALED,42W 4000K 24h,7,22-May-25,MEETING ROOM,31.19,כן
L3001,Lighting Fixtures,Lighting Pendant  Fritz Hansen,Caravaggio,2,22-May-25,MEETING ROOM,31.19,כן
L3002,Electrical Fixtures,Frame_Socket,1 AC,2,06-May-25,shelter,51.67,לא
L3002,Electrical Fixtures,Frame_Socket,Normal x1,2,06-May-25,shelter,51.67,לא
L3002,Electrical Fixtures,Frame_Socket,Type 2,4,06-May-25,shelter,51.67,לא
L3002,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,06-May-25,shelter,51.67,לא
L3002,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),3,06-May-25,shelter,51.67,לא
L3002,Mechanical Equipment,AWSQ 1000(right),AWSQ 1000,1,06-May-25,shelter,51.67,לא
L3002,Mechanical Equipment,AWSQ 1500(right),AWSQ 1500,1,06-May-25,shelter,51.67,לא
L3003,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,06-May-25,men w.c,13.49,כן
L3003,Electrical Fixtures,Frame_Socket,Type 2,3,06-May-25,men w.c,13.49,כן
L3003,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,06-May-25,men w.c,13.49,כן
L3004,Electrical Fixtures,Frame_Socket,Normal x2,1,06-May-25,plumbing shaft,8.19,כן
L3006,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,06-May-25,elevators Lobby,32.18,לא
L3006,Mechanical Equipment,AW 800(right),AW 800,1,06-May-25,elevators Lobby,32.18,לא
L3007,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,1,06-May-25,passengers elevators,14.82,כן
L3008,Electrical Equipment,M_Circuit Breaker Switchboard,100mmx46mm,2,06-May-25,it /security room,32.4,כן
L3008,Electrical Equipment,M_Transformer Switchboard,400mmx250mmx600h,2,06-May-25,it /security room,32.4,כן
L3008,Electrical Fixtures,Frame_Socket,Gen,2,06-May-25,it /security room,32.4,כן
L3008,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,06-May-25,it /security room,32.4,כן
L3008,Electrical Fixtures,Socket_Cee_R19,GEN CEE_1x16A_1Ph,6,06-May-25,it /security room,32.4,כן
L3008,Electrical Fixtures,Socket_Cee_R19,UPS CEE_1x16A_1Ph,6,06-May-25,it /security room,32.4,כן
L3008,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,06-May-25,it /security room,32.4,כן
L3008,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,10,06-May-25,it /security room,32.4,כן
L3008,Mechanical Equipment,AWV 1200,AWV 1200,2,06-May-25,it /security room,32.4,כן
L3009,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,06-May-25,elevators Lobby,32.35,לא
L3009,Mechanical Equipment,AW 800(right),AW 800,1,06-May-25,elevators Lobby,32.35,לא
L3010,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,06-May-25,service zone (fire),9.86,לא
L3010,Mechanical Equipment,AWSQ 450(right),AWSQ 450,1,06-May-25,service zone (fire),9.86,לא
L3013,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,06-May-25,women w.c,13.59,לא
L3013,Electrical Fixtures,Frame_Socket,Type 2,3,06-May-25,women w.c,13.59,לא
L3013,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,06-May-25,women w.c,13.59,לא
L3014,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210  GEN,1,06-May-25,electricity shaft,3.08,כן
L3014,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,06-May-25,electricity shaft,3.08,כן
L3017,Electrical Fixtures,Frame_Socket,Normal x2,1,06-May-25,LSS/FMS room,8.19,לא
L3017,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,06-May-25,LSS/FMS room,8.19,לא
L3017,Mechanical Equipment,AWSQ 450(right),AWSQ 450,1,06-May-25,LSS/FMS room,8.19,לא
L3018,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210,1,06-May-25,electricity shaft,4.41,לא
L3018,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,06-May-25,electricity shaft,4.41,לא
L3024,Electrical Fixtures,Frame_Socket,FOR LSS UPS,1,06-May-25,LSS shaft,0.9,לא
L3025,Electrical Fixtures,M_Junction Boxes - W,W,1,06-May-25,cleaning room,6.41,לא
L3025,Mechanical Equipment,AW 450(right),AW 450,1,06-May-25,cleaning room,6.41,לא
L3028,Electrical Fixtures,Frame_Socket,1 AC,2,06-May-25,shelter,51.68,כן
L3028,Electrical Fixtures,Frame_Socket,Type 2,4,06-May-25,shelter,51.68,כן
L3028,Lighting Fixtures,EXIT Base_Ceiling_Wall_R18,Exit,1,06-May-25,shelter,51.68,כן
L3028,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),3,06-May-25,shelter,51.68,כן
L3028,Mechanical Equipment,AWSQ 1000(right),AWSQ 1000,1,06-May-25,shelter,51.68,כן
L3028,Mechanical Equipment,AWSQ 1500(right),AWSQ 1500,1,06-May-25,shelter,51.68,כן
L3029,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,06-May-25,men w.c,13.49,לא
L3029,Electrical Fixtures,Frame_Socket,Type 2,3,06-May-25,men w.c,13.49,לא
L3029,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,06-May-25,men w.c,13.49,לא
L3030,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,06-May-25,plumbing shaft,8.19,כן
L3033,Electrical Equipment,M_Circuit Breaker Switchboard,100mmx46mm,2,06-May-25,it /security room,32.4,כן
L3033,Electrical Equipment,M_Transformer Switchboard,400mmx250mmx600h,2,06-May-25,it /security room,32.4,כן
L3033,Electrical Fixtures,Frame_Socket,Gen,2,06-May-25,it /security room,32.4,כן
L3033,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,06-May-25,it /security room,32.4,כן
L3033,Electrical Fixtures,Socket_Cee_R19,GEN CEE_1x16A_1Ph,6,06-May-25,it /security room,32.4,כן
L3033,Electrical Fixtures,Socket_Cee_R19,UPS CEE_1x16A_1Ph,6,06-May-25,it /security room,32.4,כן
L3033,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,06-May-25,it /security room,32.4,כן
L3033,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,9,06-May-25,it /security room,32.4,כן
L3033,Mechanical Equipment,AWV 1200,AWV 1200,2,06-May-25,it /security room,32.4,כן
L3034,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,06-May-25,service zone (fire),9.86,לא
L3034,Mechanical Equipment,AWSQ 450(right),AWSQ 450,1,06-May-25,service zone (fire),9.86,לא
L3038,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,06-May-25,women w.c,13.59,כן
L3038,Electrical Fixtures,Frame_Socket,Type 2,3,06-May-25,women w.c,13.59,כן
L3038,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,06-May-25,women w.c,13.59,כן
L3039,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210  GEN,1,06-May-25,electricity shaft,3.08,כן
L3039,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,06-May-25,electricity shaft,3.08,כן
L3041,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210,1,06-May-25,electricity shaft,5.16,כן
L3041,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,06-May-25,electricity shaft,5.16,כן
L3044,Electrical Fixtures,Frame_Socket,Normal x2,1,06-May-25,LSS/FMS room,8.19,לא
L3044,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,06-May-25,LSS/FMS room,8.19,לא
L3044,Mechanical Equipment,AWSQ 450(right),AWSQ 450,1,06-May-25,LSS/FMS room,8.19,לא
