Room Number,Category,Family,Type,Quantity,Commissioning planned date,Type of room,Area,מסמכים סופקו
L5077,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210  GEN,1,18-May-25,electricity cabinet,7.6,לא
L5077,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,18-May-25,electricity cabinet,7.6,לא
L5080,Electrical Fixtures,Frame_Socket,FOR LSS UPS,1,18-May-25,LSS/FMS room,14.37,לא
L5094,Electrical Fixtures,Frame_Socket,FOR LSS UPS,1,18-May-25,HSSD,0.65,כן
L6011,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,18-May-25,Systems room,4.71,לא
L6013,Lighting Fixtures,M_Recessed Direct-Indirect Light - Asymmetrical,Topaz 1200mm 24h,1,18-May-25,service zone (fire),9.86,לא
L6013,Mechanical Equipment,AWSQ 450,AWSQ 450,1,18-May-25,service zone (fire),9.86,לא
L6017,Electrical Fixtures,Frame_Socket,FOR LSS UPS,1,18-May-25,LSS shaft,0.9,לא
L6018,Mechanical Equipment,AWSQ 450,AWSQ 450,1,18-May-25,service zone (fire),9.86,כן
L6021,Electrical Fixtures,M_Junction Boxes - W,W,1,18-May-25,cleaning room,6.41,לא
L6021,Mechanical Equipment,AW 450,AW 450,1,18-May-25,cleaning room,6.41,לא
L6022,Electrical Fixtures,Frame_Socket,FOR LSS UPS,1,18-May-25,LSS shaft,0.9,לא
L6024,Electrical Fixtures,Frame_Socket,Normal x2,1,18-May-25,shelter,64.66,לא
L6024,Mechanical Equipment,AWSQ 2000,AWSQ 2000,1,18-May-25,shelter,64.66,לא
L6025,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,18-May-25,men w.c,20.89,כן
L6025,Electrical Fixtures,Frame_Socket,Type 2,4,18-May-25,men w.c,20.89,כן
L6026,Electrical Fixtures,Frame_Socket,Normal x2,5,18-May-25,OFFICES,1144.04,כן
L6026,Electrical Fixtures,Frame_Socket,Type 1,93,18-May-25,OFFICES,1144.04,כן
L6027,Electrical Equipment,M_Circuit Breaker Switchboard,100mmx46mm,1,18-May-25,it /security room,32.85,כן
L6027,Electrical Equipment,M_Transformer Switchboard,400mmx250mmx600h,2,18-May-25,it /security room,32.85,כן
L6027,Electrical Fixtures,Frame_Socket,1 AC GEN,2,18-May-25,it /security room,32.85,כן
L6027,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,18-May-25,it /security room,32.85,כן
L6027,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),1,18-May-25,it /security room,32.85,כן
L6027,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,9,18-May-25,it /security room,32.85,כן
L6027,Mechanical Equipment,AWV 1200,AWV 1200,2,18-May-25,it /security room,32.85,כן
L6029,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x160x210 UPS,1,18-May-25,electricity cabinet,2.55,לא
L6029,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,18-May-25,electricity cabinet,2.55,לא
L6030,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210,1,18-May-25,electricity cabinet,7.6,כן
L6030,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210  GEN,1,18-May-25,electricity cabinet,7.6,כן
L6030,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,18-May-25,electricity cabinet,7.6,כן
L6034,Mechanical Equipment,AWSQ 1000,AWSQ 1000,1,18-May-25,shelter,51.67,לא
L6034,Mechanical Equipment,AWSQ 1500,AWSQ 1500,1,18-May-25,shelter,51.67,לא
L6035,Electrical Fixtures,Frame_Socket,FOR LSS UPS,1,18-May-25,HSSD,1,לא
L6044,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,18-May-25,women w.c,19.84,כן
L6044,Electrical Fixtures,Frame_Socket,Type 2,5,18-May-25,women w.c,19.84,כן
L6045,Electrical Fixtures,M_Junction Boxes - W,W,1,18-May-25,cleaning room,8.51,לא
L6045,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,1,18-May-25,cleaning room,8.51,לא
L6048,Electrical Fixtures,M_Junction Boxes - W,W,1,18-May-25,cleaning room,6.41,לא
L6053,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,18-May-25,LSS/FMS room,8.19,כן
L6055,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,18-May-25,men w.c,13.49,כן
L6055,Electrical Fixtures,Frame_Socket,Type 2,3,18-May-25,men w.c,13.49,כן
L6057,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,18-May-25,women w.c,13.59,לא
L6057,Electrical Fixtures,Frame_Socket,Type 2,3,18-May-25,women w.c,13.59,לא
L6059,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,18-May-25,men w.c,13.49,כן
L6059,Electrical Fixtures,Frame_Socket,Type 2,3,18-May-25,men w.c,13.49,כן
L6061,Electrical Fixtures,Frame_Socket,Normal x1 WP,1,18-May-25,women w.c,13.59,לא
L6061,Electrical Fixtures,Frame_Socket,Type 2,3,18-May-25,women w.c,13.59,לא
L6062,Electrical Equipment,M_Circuit Breaker Switchboard,100mmx46mm,2,18-May-25,it /security room,32.4,לא
L6062,Electrical Equipment,M_Transformer Switchboard,400mmx250mmx600h,2,18-May-25,it /security room,32.4,לא
L6062,Electrical Fixtures,Frame_Socket,1 AC GEN,2,18-May-25,it /security room,32.4,לא
L6062,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,18-May-25,it /security room,32.4,לא
L6062,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,18-May-25,it /security room,32.4,לא
L6062,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,10,18-May-25,it /security room,32.4,לא
L6062,Mechanical Equipment,AWV 1200,AWV 1200,2,18-May-25,it /security room,32.4,לא
L6064,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210,1,18-May-25,electricity shaft,5.16,כן
L6064,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,18-May-25,electricity shaft,5.16,כן
L6065,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210  GEN,1,18-May-25,electricity shaft,3.08,כן
L6065,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,18-May-25,electricity shaft,3.08,כן
L6066,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,18-May-25,LSS/FMS room,8.19,כן
L6068,Electrical Fixtures,Frame_Socket,FOR LSS UPS,2,18-May-25,LSS/FMS room,14.37,כן
L6068,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),3,18-May-25,LSS/FMS room,14.37,כן
L6068,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,18-May-25,LSS/FMS room,14.37,כן
L6073,Electrical Equipment,M_Circuit Breaker Switchboard,100mmx46mm,2,18-May-25,it /security room,32.4,כן
L6073,Electrical Equipment,M_Transformer Switchboard,400mmx250mmx600h,2,18-May-25,it /security room,32.4,כן
L6073,Electrical Fixtures,Frame_Socket,1 AC GEN,2,18-May-25,it /security room,32.4,כן
L6073,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,2,18-May-25,it /security room,32.4,כן
L6073,Lighting Fixtures,Lighting_Emergency-Security_Daisalux-Lens-L_CD-FR,Emergency LENS LF3 (CD),2,18-May-25,it /security room,32.4,כן
L6073,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,9,18-May-25,it /security room,32.4,כן
L6073,Mechanical Equipment,AWV 1200,AWV 1200,2,18-May-25,it /security room,32.4,כן
L6074,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210  GEN,1,18-May-25,electricity shaft,3.08,לא
L6074,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,18-May-25,electricity shaft,3.08,לא
L6076,Electrical Equipment,Yani_Circuit breaker_SwitchBoard,60x240x210,1,18-May-25,electricity shaft,4.41,לא
L6076,Electrical Fixtures,SOCKETS1,x×©×§×¢ ×ª×§×©×•×¨×ª 2,1,18-May-25,electricity shaft,4.41,לא
L6085,Electrical Equipment,M_Transformer Switchboard,100x80cm,4,18-May-25,SYSTEMS,1394.64,כן
L6085,Electrical Equipment,M_Transformer Switchboard,160x80cm,2,18-May-25,SYSTEMS,1394.64,כן
L6085,Electrical Fixtures,M_Junction Boxes - W,W,1,18-May-25,SYSTEMS,1394.64,כן
L6085,Mechanical Equipment,Chiller_hp-404-504,HP tower,4,18-May-25,SYSTEMS,1394.64,כן
L6085,Mechanical Equipment,Cooling Tower_300 Tons,Cooling Tower,4,18-May-25,SYSTEMS,1394.64,כן
L6085,Mechanical Equipment,Electrical cabinet,Electrical cabinet,3,18-May-25,SYSTEMS,1394.64,כן
L6085,Mechanical Equipment,Fan-Stand_Alone-Twin_City_Fan_,Fan 122 CLII,1,18-May-25,SYSTEMS,1394.64,כן
L6085,Mechanical Equipment,M_Mechanical Equipment_Inert Base,766Ñ…766,4,18-May-25,SYSTEMS,1394.64,כן
L6085,Mechanical Equipment,M_Mechanical Equipment_Inert Base,80x110,1,18-May-25,SYSTEMS,1394.64,כן
L6085,Mechanical Equipment,M_Mechanical Equipment_Inert Base,830Ñ…40,16,18-May-25,SYSTEMS,1394.64,כן
L6086,Electrical Fixtures,M_Junction Boxes - W,W,4,18-May-25,SPORT,773.15,לא
L6088,Electrical Fixtures,Frame_Socket,Normal x2,1,18-May-25,cafe area indoor,199.99,כן
L6095,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K,2,18-May-25,room 2,12.74,כן
L6107,Electrical Equipment,M_Transformer Switchboard,400mmx250mmx600h,2,18-May-25,electricity shaft,2.04,לא
L7007,Lighting Fixtures,×¡×™ ×œ×“ 6600,42W 4000K 24h,1,18-May-25,electricity shaft,14.82,כן
